ds,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,newsletter,type,solID
2018-07-02,111933.065416725,318199.527186923,9035.83102098504,10247538.318253,34353.3158548511,16631.564279627,adstockedMedia,3_193_1
2018-07-09,37036.9359820479,95731.1512179914,87200.3844486042,105380531.173832,45366.8097212525,16832.8952265506,adstockedMedia,3_193_1
2018-07-16,78673.3545286852,140396.96458515,10046.6749844521,27461661.9414063,48500.3781651969,10723.3520038231,adstockedMedia,3_193_1
2018-07-23,98998.5073513289,42238.7901266508,39952.5141426436,7156377.63620757,50192.9840583143,23566.5752834314,adstockedMedia,3_193_1
2018-07-30,32757.0889391689,12707.6493187372,4603.07516923214,1864917.75265765,80754.1188804805,11300.5458411509,adstockedMedia,3_193_1
2018-08-06,108650.018730475,177400.129183478,54531.3371131527,485988.638523101,81585.1887075152,60466.2226297721,adstockedMedia,3_193_1
2018-08-13,35950.6261459684,53371.2879559951,6282.7546450365,54748722.4102066,4748.07859328339,25545.4885012477,adstockedMedia,3_193_1
2018-08-20,473618.911251529,215616.89010032,723.859124301705,14267254.9645141,276.327734054984,21997.272535554,adstockedMedia,3_193_1
2018-08-27,156713.239565126,64868.8993784121,83.3984552060741,47582401.7973569,82249.6061849694,50255.092576379,adstockedMedia,3_193_1
2018-09-03,139314.609355538,147415.976251252,5802.9419741548,12399746.119743,98373.8318252772,75961.3050731019,adstockedMedia,3_193_1
2018-09-10,46097.0692516575,44350.477950793,4688.5781529132,3231314.47817378,96628.1921753452,53943.2545602658,adstockedMedia,3_193_1
2018-09-17,15252.8137818565,99818.9560654358,73178.1882243912,42248010.4260989,99639.2371958785,80476.0507811139,adstockedMedia,3_193_1
2018-09-24,11706.4223323916,85005.7912522725,8431.12651039795,11009629.2654353,102594.288347767,9223.98755090848,adstockedMedia,3_193_1
2018-10-01,1179149.2757499,74750.2122834642,21209.7142319197,14263178.5017498,112097.756735596,35406.2282889311,adstockedMedia,3_193_1
2018-10-08,390162.424987083,22488.7948104385,21867.3153586836,24039082.6740242,115790.995225459,25829.5459174887,adstockedMedia,3_193_1
2018-10-15,462770.167223506,125091.812117137,10312.7466545062,42027542.8887702,98078.9564485189,52033.4811141067,adstockedMedia,3_193_1
2018-10-22,153123.556422298,37634.1953986735,1188.16923216534,10952176.4806397,103268.544983177,54862.0030670085,adstockedMedia,3_193_1
2018-10-29,240341.038215153,11322.3450786633,16097.8933196519,94403253.5494068,128750.649993681,47850.4027166168,adstockedMedia,3_193_1
2018-11-05,79525.1663402004,276016.356817844,12771.0304558242,24601035.9434062,126057.722564452,30193.9700335936,adstockedMedia,3_193_1
2018-11-12,456445.558825819,83040.2352472571,1471.39709322989,123473176.002706,7336.28227755998,22469.594117586,adstockedMedia,3_193_1
2018-11-19,151030.840427568,113207.869672722,169.525036640878,32176518.5698749,426.955497538221,21684.7379387518,adstockedMedia,3_193_1
2018-11-26,451412.790563185,34058.8805599942,113490.531599036,74136697.5744598,156589.232514435,2504.33665045475,adstockedMedia,3_193_1
2018-12-03,149365.574536192,110669.702356943,13075.6589205205,19319668.4773179,123236.663548051,35086.4599221171,adstockedMedia,3_193_1
2018-12-10,49422.7795997819,33295.2663545566,48626.4944519763,5034613.11718927,158995.110166094,72357.0549847301,adstockedMedia,3_193_1
2018-12-17,16353.2403698334,38823.9670470911,5602.43614155408,1311996.07640955,123325.094168399,44551.0349481338,adstockedMedia,3_193_1
2018-12-24,1190760.33662641,11680.290958082,56535.1438098153,96943453.3001164,157580.231821815,85391.7288170218,adstockedMedia,3_193_1
2018-12-31,779353.647092639,3514.04576198956,6513.62053789163,25262999.8378808,113805.298666607,62687.4583588538,adstockedMedia,3_193_1
2019-01-07,257876.178297112,1675.20976144112,7527.45802756546,26401239.2203315,127624.817035432,102605.529339762,adstockedMedia,3_193_1
2019-01-14,172207.075468847,503.991191979891,6380.59928336626,6880036.55159957,119335.842556311,91052.5132790699,adstockedMedia,3_193_1
2019-01-21,56980.6822144118,51292.6270543784,22636.7988293442,32938735.4103334,124122.972045173,9880.63772743942,adstockedMedia,3_193_1
2019-01-28,256427.034520824,15431.5195887335,2608.06832406675,8583676.76211356,125454.786554092,20987.9490122603,adstockedMedia,3_193_1
2019-02-04,84847.7760012734,4642.61260326962,32340.8184166828,2236865.07203716,149300.337685383,57868.5375204996,adstockedMedia,3_193_1
2019-02-11,123496.128794144,1396.74201624151,12665.4372194361,24587377.9751324,8688.95137174141,25281.5436556256,adstockedMedia,3_193_1
2019-02-18,40862.9764507105,420.213450194068,5221.89797721961,6407352.99450012,505.67786457109,21970.4537031706,adstockedMedia,3_193_1
2019-02-25,149428.132686033,58032.422303955,5445.30061714558,3202682.31709048,88559.8234252023,48475.3675761286,adstockedMedia,3_193_1
2019-03-04,49443.4791328662,17459.2044313841,627.372985096672,834603.679806641,79246.1467012385,41904.4712842934,adstockedMedia,3_193_1
2019-03-11,57537.4895281125,5252.64683559639,72.2819344793918,217493.723504737,86671.7349572978,28247.8175332068,adstockedMedia,3_193_1
2019-03-18,19038.2735279047,1580.2723937355,8.32786584088893,83236087.5861251,60296.0219176298,18916.1961647896,adstockedMedia,3_193_1
2019-03-25,32424.8729505225,11285.4290392187,0.959483859464468,21690925.9533422,74415.1366270545,30902.0314497133,adstockedMedia,3_193_1
2019-04-01,10728.8935510123,3395.25053184225,0.110545642084283,41146671.7139966,78219.1838539359,10592.8847732895,adstockedMedia,3_193_1
2019-04-08,362723.626456683,4878.4699090229,0.0127363674368082,10722625.6694404,71976.9321158281,38583.3188063861,adstockedMedia,3_193_1
2019-04-15,120019.689286961,1467.70029704898,22471.6681340701,2794264.9176126,69435.1449351087,47638.3628221105,adstockedMedia,3_193_1
2019-04-22,76300.6758939123,441.561432606872,2589.0430131594,20089615.7932456,55522.4326539819,6007.42514463788,adstockedMedia,3_193_1
2019-04-29,25246.7243521731,132.844899710016,93792.6264410811,36922836.7137775,59032.1670486917,2156.40073591989,adstockedMedia,3_193_1
2019-05-06,36072.9541843121,39.9667318650909,10806.191277139,9621914.48891928,59544.0108474304,35080.1069492258,adstockedMedia,3_193_1
2019-05-13,11935.9877247504,12.0240947109213,17173.0207905359,67714665.6781631,3465.33050596321,22966.0633198313,adstockedMedia,3_193_1
2019-05-20,223252.335420162,10820.6174800108,30400.2331543574,17646117.7089875,201.674615879146,21735.183039459,adstockedMedia,3_193_1
2019-05-27,73870.7764681994,10132.4107713757,3502.5219657536,4598493.79866109,40135.8322960733,23208.4622618197,adstockedMedia,3_193_1
2019-06-03,24442.7078701989,3048.36200208292,10842.8716897103,1198345.46981144,57175.5075514252,22261.1587956745,adstockedMedia,3_193_1
2019-06-10,8087.71745190846,917.10759713716,1249.24687492453,4221591.71015204,33830.18035083,10292.9054560235,adstockedMedia,3_193_1
2019-06-17,2676.10176128052,275.914193967773,143.930298095265,1100126.58986888,38123.4963909082,21218.8385937141,adstockedMedia,3_193_1
2019-06-24,47089.0810617845,83.0094992894275,16.582735667074,286687.722743547,50642.5655779577,29093.9976830555,adstockedMedia,3_193_1
2019-07-01,15581.0552873341,24.9736226802681,1.91055758129563,74709.4481024017,51100.3241534057,11669.1745954405,adstockedMedia,3_193_1
2019-07-08,44683.232416282,7.51337901222394,0.220122321475217,19468.924523002,48309.1493306377,18569.6781548069,adstockedMedia,3_193_1
2019-07-15,14784.9968399555,124624.26041952,0.025361097140438,5073.5085281692,79527.9530713253,6039.8225468622,adstockedMedia,3_193_1
2019-07-22,95263.4288755699,37493.5312604753,0.0029219446890085,29957553.188135,81976.2686518953,26474.6925618992,adstockedMedia,3_193_1
2019-07-29,31521.2087112882,83341.0259086638,0.000336647926481525,7806794.94666043,80097.9156830617,4510.03298983433,adstockedMedia,3_193_1
2019-08-05,108004.684902824,25073.3633216181,3.87864379605238e-05,180332686.304632,108979.456477239,40931.254142122,adstockedMedia,3_193_1
2019-08-12,35737.0950720828,71193.3862422914,4.46872727061969e-06,46993834.7541108,6342.36474297168,23560.5850103275,adstockedMedia,3_193_1
2019-08-19,11824.857091525,21418.7144912947,24152.0000005149,110562422.960548,369.111682450827,21795.5910293485,adstockedMedia,3_193_1
2019-08-26,3912.66399669457,78672.8756838775,2782.64018861839,28812038.1340355,113596.883624801,50297.6001795791,adstockedMedia,3_193_1
2019-09-02,2992.74055527588,23668.9382458549,103304.264812541,48253676.96666,124308.864050276,39171.6241734903,adstockedMedia,3_193_1
2019-09-09,370498.751986256,15079.8613237574,11902.061896196,12574677.2153042,145164.170871272,35305.1391855907,adstockedMedia,3_193_1
2019-09-16,122592.359171585,26027.8153042004,110903.61338298,22261712.3849746,164171.221902686,74004.2744847889,adstockedMedia,3_193_1
2019-09-23,249191.032932795,7830.53559126331,12777.6106184125,5801295.67523759,155166.945477572,58424.4051559765,adstockedMedia,3_193_1
2019-09-30,82453.4939668802,61334.8368971577,148539.15521781,1511789.88073916,138707.930978717,85364.3702491943,adstockedMedia,3_193_1
2019-10-07,171762.197561124,18452.7444080186,17113.7389401993,141846712.307302,135602.723132491,66957.6785173188,adstockedMedia,3_193_1
2019-10-14,56833.4789324612,65984.5559087342,155695.403075722,36964574.17222,160732.103735237,34960.4166483023,adstockedMedia,3_193_1
2019-10-21,173722.927210704,19851.6244055897,17938.2364099209,66514753.3059898,113034.302840315,14196.2480158138,adstockedMedia,3_193_1
2019-10-28,79464.7543254983,20066.4125761441,19542.7297758413,17333426.2890745,144966.052023151,11039.4483081389,adstockedMedia,3_193_1
2019-11-04,48746.6694159623,6037.03215310246,26302.9226538205,4517007.91156241,160144.695938631,91310.693106314,adstockedMedia,3_193_1
2019-11-11,16129.5258713364,1816.25674640625,3030.45584850454,129158230.402965,9320.06917750804,28679.5246356381,adstockedMedia,3_193_1
2016-11-21,0.275908018093362,0.400523644938116,0.219513102643467,0.471893273722373,0.00141606084212447,0.0581170754383546,saturatedMedia,3_193_1
2016-11-28,0.0329913545882987,0.249851723931328,0.078640040469775,0.440906832670248,0.406599544935031,0.128221920541645,saturatedMedia,3_193_1
2016-12-05,0.11744812441902,0.466505160862922,0.000132246294089633,0.357002953615046,0.391469638882407,0.410654778795638,saturatedMedia,3_193_1
2016-12-12,0.0117749992408458,0.303581675282925,2.04959198535136e-07,0.351562820027386,0.344991553345913,0.0833619826209945,saturatedMedia,3_193_1
2016-12-19,0.00106571524295468,0.516403648255582,3.17609919576383e-10,0.292020050266024,0.321079214179937,0.00311156985082016,saturatedMedia,3_193_1
2016-12-26,0.878976392698999,0.347401396061193,4.92176204448689e-13,0.432387776708376,0.428075875082086,3.44290845924032e-05,saturatedMedia,3_193_1
2017-01-02,0.77467014091636,0.560481217886978,0.936791797995409,0.437258213025507,0.368220504767533,0.317623450191063,saturatedMedia,3_193_1
2017-01-09,0.235368966184198,0.388646718827118,0.0224509516698514,0.439366143637814,0.382601847784428,0.094824957715604,saturatedMedia,3_193_1
2017-01-16,0.0808654148490863,0.240649167888267,0.00473995719970425,0.43532084069227,0.378813695698733,0.213776593780996,saturatedMedia,3_193_1
2017-01-23,0.00781583192001392,0.136432357960405,0.474814937668336,0.480720875840102,0.376701364276673,0.0356296180829293,saturatedMedia,3_193_1
2017-01-30,0.476362430696667,0.0730088870126323,0.00139904132126382,0.454011869658883,0.399868920599192,0.119395460522862,saturatedMedia,3_193_1
2017-02-06,0.0753179256592275,0.0377793066204194,2.17102175326775e-06,0.283568797135307,0.311550399815029,0.00316906618368364,saturatedMedia,3_193_1
2017-02-13,0.00724017913457012,0.37055589750823,3.36427641676603e-09,0.463512314284581,0.0258767897484559,0.0481335063321608,saturatedMedia,3_193_1
2017-02-20,0.000652560573691735,0.226890658159865,0.453688296718681,0.291406210418315,0.00155689803913782,0.056478533155769,saturatedMedia,3_193_1
2017-02-27,5.84626024391486e-05,0.127630712670189,0.00128524254736698,0.526822325981661,0.258469774575563,0.114734867854974,saturatedMedia,3_193_1
2017-03-06,5.23480451988429e-06,0.0679767951238088,0.658602128275088,0.346386460989623,0.310936186939733,0.0235210126298169,saturatedMedia,3_193_1
2017-03-13,0.0419978168830081,0.0350834932147009,0.0029805232744865,0.201440611686704,0.290036557946657,0.103786881167777,saturatedMedia,3_193_1
2017-03-20,0.00390983182985175,0.0178029048804699,0.844895726628955,0.107199812802241,0.231119732070623,0.0863333614833464,saturatedMedia,3_193_1
2017-03-27,0.000351322551129085,0.184412060469582,0.0083705753456742,0.321930379557515,0.307128712622092,0.117166086746758,saturatedMedia,3_193_1
2017-04-03,3.14661909430954e-05,0.101300619370108,1.30805732985003e-05,0.184332106113108,0.243982255765005,0.000803175645021486,saturatedMedia,3_193_1
2017-04-10,2.81744744341873e-06,0.565240802668669,2.0270245360257e-08,0.0971218008354549,0.203449694527924,5.83368617577493e-05,saturatedMedia,3_193_1
2017-04-17,0.021025286076019,0.393252699208258,3.14112753049745e-11,0.0487081119831968,0.211379746106121,0.013103775245469,saturatedMedia,3_193_1
2017-04-24,0.00191926665882371,0.509687780628281,4.8675690837041e-14,0.0237919388345659,0.205396990969563,0.0423861483082101,saturatedMedia,3_193_1
2017-05-01,0.416925337004363,0.341332102199363,7.54290570944689e-17,0.0114677503513054,0.181153555234812,0.00440458430236434,saturatedMedia,3_193_1
2017-05-08,0.0601703409527496,0.507820704289823,1.16886736609617e-19,0.00549156088716972,0.156249142794189,0.00765018937068343,saturatedMedia,3_193_1
2017-05-15,0.00569967529292104,0.339654523684497,1.81130584439559e-22,0.00262148442584112,0.0107534618929455,0.0498686191503467,saturatedMedia,3_193_1
2017-05-22,0.000512989995339928,0.295788321398603,2.80684443513815e-25,0.368739651850378,0.000637686281739372,0.0566691933832322,saturatedMedia,3_193_1
2017-05-29,4.59526954900418e-05,0.173137198916132,0.200941717118086,0.21755344162218,0.147398686291774,0.00435318301840676,saturatedMedia,3_193_1
2017-06-05,0.0329085285302335,0.25215355549524,0.000389537254899901,0.355107695853685,0.155784074571039,0.000276218694240876,saturatedMedia,3_193_1
2017-06-12,0.00303751850770196,0.143898723318949,6.03871451954063e-07,0.207671958701403,0.177519493027918,0.00133270727531352,saturatedMedia,3_193_1
2017-06-19,0.414511684704554,0.0773151033830684,9.35774734930032e-10,0.160365434646082,0.207195670288291,0.00180373867303428,saturatedMedia,3_193_1
2017-06-26,0.0596108561861151,0.401068163197022,0.0646464509411896,0.0833356348301093,0.17253264744526,6.60688862397919e-05,saturatedMedia,3_193_1
2017-07-03,0.0283435038345623,0.250276920860072,0.412507886519226,0.433407516320935,0.267024659564675,0.010513429149153,saturatedMedia,3_193_1
2017-07-10,0.00260499667951326,0.142674060152457,0.00108688722447064,0.266918120041562,0.259967955852871,0.00433183646259716,saturatedMedia,3_193_1
2017-07-17,0.0453825536648491,0.353239832976088,0.914345203628623,0.147710872476338,0.246629542266335,0.0003838926396877,saturatedMedia,3_193_1
2017-07-24,0.00423851859608598,0.214005543139532,0.0162727060766295,0.0762078525732476,0.254324464445194,0.0245077465528125,saturatedMedia,3_193_1
2017-07-31,0.0619586667368688,0.443253338813669,0.00389362267493929,0.0377831663904205,0.271604520990272,0.0117112861695333,saturatedMedia,3_193_1
2017-08-07,0.00587920299200446,0.409350716591703,0.38085457473301,0.0183477581049803,0.341823234448005,0.00815248778752465,saturatedMedia,3_193_1
2017-08-14,0.387808834448192,0.256780527367259,0.000952312055346552,0.00881817303351137,0.029584028544701,0.0500198064314149,saturatedMedia,3_193_1
2017-08-21,0.0536747787259002,0.14692951815596,0.506489147113879,0.264957445982016,0.00178633633611881,0.0566856486551851,saturatedMedia,3_193_1
2017-08-28,0.903568808169354,0.0790730440355798,0.00158785136881115,0.264597426588543,0.394592206146969,0.189092101641497,saturatedMedia,3_193_1
2017-09-04,0.456215323719901,0.0410468465223113,2.46448100628303e-06,0.146219888171412,0.312056486982977,0.0719055595192964,saturatedMedia,3_193_1
2017-09-11,0.683925360025888,0.392683719622561,0.0633804223035241,0.195103795912037,0.316153140330707,0.00106711925677687,saturatedMedia,3_193_1
2017-09-18,0.162296324424987,0.243761829178864,0.000104851081243591,0.103443551152019,0.349941426598372,0.0286293642703588,saturatedMedia,3_193_1
2017-09-25,0.830531156038501,0.399518487949975,1.62496846112003e-07,0.323749002307131,0.414345039856802,0.0905349982039266,saturatedMedia,3_193_1
2017-10-02,0.928323084763812,0.345302551792117,2.5180918156298e-10,0.185586167700879,0.407119964794654,0.148474672841038,saturatedMedia,3_193_1
2017-10-09,0.833543771116047,0.516907608700231,0.810976566869993,0.403114211276677,0.355901233369624,0.0401568536669812,saturatedMedia,3_193_1
2017-10-16,0.309564268118936,0.347859063455977,0.00660452201616034,0.403648369876762,0.413888241476451,0.308203962849561,saturatedMedia,3_193_1
2017-10-23,0.617289210708163,0.307279017278732,1.03024684680679e-05,0.441300205760177,0.406011856078409,0.233006501473891,saturatedMedia,3_193_1
2017-10-30,0.19249859502736,0.181088429705045,1.59651247410946e-08,0.454059154675447,0.4176404042966,0.00563286785157608,saturatedMedia,3_193_1
2017-11-06,0.284865587658527,0.502736518192684,0.892150401170423,0.408676347447037,0.436054901111054,0.0976275199388089,saturatedMedia,3_193_1
2017-11-13,0.0344375224939804,0.335107646641281,0.0126565214039512,0.487439594249795,0.0434177208161938,0.0610511724139271,saturatedMedia,3_193_1
2017-11-20,0.653147515482565,0.377469233486855,0.00308762235717548,0.414785398114517,0.00265723202702398,0.0578268129735525,saturatedMedia,3_193_1
2017-11-27,0.144277505663173,0.232112065468697,0.389534265791239,0.385335847736279,0.506071105080222,0.281246482601094,saturatedMedia,3_193_1
2017-12-04,0.386202948669198,0.337815913263337,0.000987828857857609,0.337625919161379,0.474812673152767,0.0509096007357922,saturatedMedia,3_193_1
2017-12-11,0.0533319792688132,0.20275527109265,1.53227536471658e-06,0.352686260658059,0.447268495613661,0.235360955566162,saturatedMedia,3_193_1
2017-12-18,0.72191471454556,0.338920404170485,2.37445551989962e-09,0.294372336824224,0.486798133993616,0.325797567653519,saturatedMedia,3_193_1
2017-12-25,0.887992467680684,0.203553921688255,0.697361310110297,0.433550220579916,0.470502956642396,0.500274497139169,saturatedMedia,3_193_1
2018-01-01,0.415150398188969,0.113010941131872,0.190934003601213,0.408815242692924,0.494013217910467,0.687258567236178,saturatedMedia,3_193_1
2018-01-08,0.0597585253693935,0.0961890601722277,0.00036556709047007,0.446556604092058,0.499122099902928,0.68115692495484,saturatedMedia,3_193_1
2018-01-15,0.493816270456246,0.0503820831978964,0.719092489632228,0.277489896180977,0.486002766377372,0.0407480703992068,saturatedMedia,3_193_1
2018-01-22,0.080331815794354,0.269958573954309,0.864720355877208,0.15455665266962,0.404559634377485,0.0118199891466496,saturatedMedia,3_193_1
2018-01-29,0.304354615300108,0.155650646480973,0.0098081954778065,0.0800510212116288,0.427369703280648,0.0216712561771366,saturatedMedia,3_193_1
2018-02-05,0.0376966860542856,0.0841638633246393,0.0797896554779443,0.193844437875151,0.484419195610221,0.448344892756415,saturatedMedia,3_193_1
2018-02-12,0.0606527091897903,0.26660450522366,0.000134346910462361,0.102700351387972,0.0522696666510763,0.0843850521353719,saturatedMedia,3_193_1
2018-02-19,0.00574803866950522,0.153418326810434,0.150235888147802,0.0516649684164448,0.00322701921617523,0.0599575947439826,saturatedMedia,3_193_1
2018-02-26,0.0740291961608509,0.277340466386341,0.456784939806147,0.0252764328467091,0.411643131633402,0.0572108210477986,saturatedMedia,3_193_1
2018-03-05,0.00710734253920274,0.160594432046142,0.001301370577351,0.01219288311708,0.402720282014763,0.0490392762297284,saturatedMedia,3_193_1
2018-03-12,0.619724681367755,0.332685337257236,0.855894871483003,0.00584103803593305,0.353735670830105,0.00962087159187461,saturatedMedia,3_193_1
2018-03-19,0.127334904542793,0.199059305940653,0.0091198702867551,0.00278882512044776,0.345215514208828,0.0193040719327288,saturatedMedia,3_193_1
2018-03-26,0.239652269260791,0.325111164892654,0.0232171322996993,0.00132940207296293,0.305998906739276,0.0850809112337014,saturatedMedia,3_193_1
2018-04-02,0.0274461944970878,0.19364455746901,3.68316437404778e-05,0.000633226288812424,0.35032833316069,0.0161623499446981,saturatedMedia,3_193_1
2018-04-09,0.00252041307209705,0.16494176031388,5.707732711738e-08,0.000301510894245259,0.353098745420663,0.268994628842389,saturatedMedia,3_193_1
2018-04-16,0.000226187536789852,0.0896408102145649,8.84484459748789e-11,0.274028233707819,0.33304930175234,0.0901076854890771,saturatedMedia,3_193_1
2018-04-23,2.02561695966225e-05,0.401198362224797,1.37061904355513e-13,0.152305292441037,0.270530153825101,0.00139421489869104,saturatedMedia,3_193_1
2018-04-30,1.81369619393456e-06,0.250378632190124,2.12394524480837e-16,0.525267941322167,0.223453592368565,0.0035435252394431,saturatedMedia,3_193_1
2018-05-07,1.62391938592013e-07,0.300170674220921,3.29131819972557e-19,0.344976316284227,0.30534532115957,2.22903350222522e-05,saturatedMedia,3_193_1
2018-05-14,1.45399776214436e-08,0.176156935472933,0.176621425523808,0.532296927376936,0.0251535261045196,0.0445583358802832,saturatedMedia,3_193_1
2018-05-21,0.000236314189335382,0.211520846153111,0.000332296708918936,0.351378413168008,0.00151232698638841,0.056074482709747,saturatedMedia,3_193_1
2018-05-28,2.11632546555915e-05,0.117958948071632,0.0513626650641701,0.295372829043095,0.260758016388656,0.134107291721687,saturatedMedia,3_193_1
2018-06-04,1.89491630870857e-06,0.0625016844025424,8.38952659425696e-05,0.166341074860206,0.318754483671265,0.125165793408223,saturatedMedia,3_193_1
2018-06-11,0.0263449558167926,0.0321662993312233,0.100994076879234,0.0867374574534374,0.244328271778753,0.00947136864375561,saturatedMedia,3_193_1
2018-06-18,0.0024167998802069,0.157659425024253,0.00017405412019077,0.0432522242424396,0.317305643978563,0.0779592995681822,saturatedMedia,3_193_1
2018-06-25,0.000216868550375524,0.0853433069576028,0.437180054758618,0.347897843189845,0.283613653430201,0.0443362757566244,saturatedMedia,3_193_1
2018-07-02,0.0876667434254308,0.409324823925595,0.001202250511367,0.202515509143231,0.241841165821791,0.0296849899299818,saturatedMedia,3_193_1
2018-07-09,0.00853021658859773,0.256760090063254,0.516212103046579,0.478978989740584,0.296218586029039,0.0306138562826457,saturatedMedia,3_193_1
2018-07-16,0.0426239147230308,0.301334948253243,0.0016507535226566,0.304388345160704,0.310286279411788,0.00951130926540433,saturatedMedia,3_193_1
2018-07-23,0.0684728724630697,0.176961827555469,0.0934747506388821,0.172381712487696,0.31765244368453,0.071306598797384,saturatedMedia,3_193_1
2018-07-30,0.00653842762612455,0.0968095268668602,0.000159761296439113,0.0902000850101768,0.427885096317022,0.0109079311378464,saturatedMedia,3_193_1
2018-08-06,0.0826090057740944,0.330622207652853,0.20741633729079,0.0450645475032923,0.430385782479007,0.480254204663321,saturatedMedia,3_193_1
2018-08-13,0.00799805989177999,0.197579495612676,0.000405366929443363,0.390404657483515,0.0424688360125826,0.0867558789060727,saturatedMedia,3_193_1
2018-08-20,0.69101783640001,0.35610628442202,6.28420988437276e-07,0.233623065368188,0.00259674060226367,0.0601584103950736,saturatedMedia,3_193_1
2016-11-21,210459.424913234,298763.756687143,55859.8407981462,266096.564604498,132.750838423192,21693.6892006128,saturatedSpendReversed,3_193_1
2016-11-28,69637.7984316812,89883.8493655924,37507.8164098805,212200.937645874,65357.8607964792,30145.2461677098,saturatedSpendReversed,3_193_1
2016-12-05,129950.08030793,475317.78869071,4321.41260877894,112375.662681114,61349.5748016461,54335.9895508029,saturatedSpendReversed,3_193_1
2016-12-12,42998.4901003849,143000.586795409,497.885740167861,107637.417169985,50198.8678315848,25126.9556857067,saturatedSpendReversed,3_193_1
2016-12-19,14227.5414261524,670997.096606482,57.3632357527977,65593.0140953143,45059.2163093507,7006.09252678277,saturatedSpendReversed,3_193_1
2016-12-26,812615.275422098,201871.212977428,6.60902803707865,199296.787531257,71413.0331020936,1270.87304565721,saturatedSpendReversed,3_193_1
2017-01-02,576789.541379812,911413.476843757,209986.761450274,206581.911295127,55565.8757458263,46636.1305049423,saturatedSpendReversed,3_193_1
2017-01-09,190850.819993776,274201.103141774,24193.3422274305,209811.043515336,59091.9382376712,26509.5906100023,saturatedSpendReversed,3_193_1
2017-01-16,107499.311563972,82494.1114811435,14304.7367110085,203654.911021844,58147.2444816196,38044.5789007249,saturatedSpendReversed,3_193_1
2017-01-23,35569.8747790583,24818.5669243815,82505.4343294748,283715.039211095,57625.4754117246,17863.6226918604,saturatedSpendReversed,3_193_1
2017-01-30,313606.726459199,7466.73008679896,9505.75262254546,233588.207301001,63549.7013196025,29230.0818653212,saturatedSpendReversed,3_193_1
2017-02-06,103767.659789951,2246.38506965278,1095.19250041387,60871.9685785008,43111.0579979594,7055.00179811084,saturatedSpendReversed,3_193_1
2017-02-13,34335.1283942687,240157.830761591,126.181130583808,250353.599930442,2508.96878289691,20118.4964510636,saturatedSpendReversed,3_193_1
2017-02-20,11360.9678028519,72252.1048854894,80197.2044558767,65240.9496376796,146.016466444623,21445.8482794864,saturatedSpendReversed,3_193_1
2017-02-27,3759.17014013503,21737.232734943,9239.81302289713,396343.343544494,33179.4854177624,28735.0636182807,saturatedSpendReversed,3_193_1
2017-03-06,1243.85179042014,6539.70272176765,106272.885960539,103285.17793473,42987.3400110795,15191.7041256451,saturatedSpendReversed,3_193_1
2017-03-13,78118.1714955312,1967.48648784283,12244.0875881067,26915.6229182671,38905.8157542822,27535.5943278374,saturatedSpendReversed,3_193_1
2017-03-20,25848.1057937892,591.923401496423,150314.352746284,7014.08248080043,28600.3975240231,25493.8287930405,saturatedSpendReversed,3_193_1
2017-03-27,8552.74208722536,46071.0816871699,17318.2659352871,84631.8887623724,42225.3366175048,28994.3696645438,saturatedSpendReversed,3_193_1
2017-04-03,2829.9712866454,13860.6041522495,1995.30071164638,22054.665057829,30712.3855705616,4191.05162023001,saturatedSpendReversed,3_193_1
2017-04-10,936.394129690818,942347.998628855,229.885887234504,5747.34013296988,24289.7536412549,1551.84317435067,saturatedSpendReversed,3_193_1
2017-04-17,56327.7384673573,283507.834075807,26.4859932345682,1497.72932472264,25494.0158648191,12123.6792374186,saturatedSpendReversed,3_193_1
2017-04-24,18637.985441229,640584.065567398,3.05154807918239,390.301092024456,24583.2283779104,19128.8593324766,saturatedSpendReversed,3_193_1
2017-05-01,280838.923757021,192721.373883891,0.351580006726282,101.71059611435,21029.7669916441,7995.63966803213,saturatedSpendReversed,3_193_1
2017-05-08,92925.2960394835,632379.724073735,0.0405068174979473,26.5052944337862,17593.7845991466,9867.41866856608,saturatedSpendReversed,3_193_1
2017-05-15,30747.5563875065,190253.076513629,0.00466693848461477,6.907152842088,1023.91957846084,20404.2597000609,saturatedSpendReversed,3_193_1
2017-05-22,10173.8952050386,134125.130422222,0.000537695039119827,123200.798818128,59.5898680722891,21474.8840299597,saturatedSpendReversed,3_193_1
2017-05-29,3366.38600930138,40351.8925879479,53810.3333952831,32105.5383795103,16421.5043570355,7960.01387451027,saturatedSpendReversed,3_193_1
2017-06-05,69554.8855409094,91802.9713111445,6199.68517164116,110705.455240805,17531.5664170003,2796.7988131272,saturatedSpendReversed,3_193_1
2017-06-12,23014.6457030062,27619.1614944966,714.288386676981,28849.3116615398,20515.3053019586,5078.17633389515,saturatedSpendReversed,3_193_1
2017-06-19,279562.793565711,8309.29621083499,82.2957755460579,16260.6527996368,24855.5955126686,5695.98188853129,saturatedSpendReversed,3_193_1
2017-06-26,92503.0441157615,299934.873268533,34955.1482637346,4237.44827584521,19816.7524555495,1626.75569862893,saturatedSpendReversed,3_193_1
2017-07-03,64813.5396969204,90236.1828198187,75825.3103823993,200802.07953696,34682.3812425823,11142.2909277598,saturatedSpendReversed,3_193_1
2017-07-10,21445.8070239367,27147.7891222127,8736.11112868623,52328.0606384408,33440.1570402469,7945.14270979453,saturatedSpendReversed,3_193_1
